competition,season,match_id,kick_off,team,goals_scored,goals_conceded,competition_stage,goal_difference,winner,goals_scored_HT,goals_conceded_HT,Advantage_HT,Stoppage_Time_Goals_HT,Stoppage_Time_Goals,Goals_Scored_Midfielders,Goals_Scored_Forwards,Goals_Scored_Defenders,Goals_Scored_Goalkeepers
England - Premier League,2015/2016,3754056,16:00:00.000,Everton,3,4,Regular Season,-1,0,1,2,-1,0,0,0,3,0,0
England - Premier League,2015/2016,3754056,16:00:00.000,Stoke City,4,3,Regular Season,1,1,2,1,1,0,1,0,4,0,0
England - Premier League,2015/2016,3754057,16:00:00.000,Norwich City,0,3,Regular Season,-3,0,0,2,-2,0,0,0,0,0,0
England - Premier League,2015/2016,3754057,16:00:00.000,Tottenham Hotspur,3,0,Regular Season,3,1,2,0,2,0,0,0,3,0,0
England - Premier League,2015/2016,3754058,16:00:00.000,AFC Bournemouth,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754058,16:00:00.000,Leicester City,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754059,14:30:00.000,Chelsea,3,2,Regular Season,1,1,3,1,2,0,0,0,2,1,0
England - Premier League,2015/2016,3754059,14:30:00.000,West Bromwich Albion,2,3,Regular Season,-1,0,1,3,-2,0,0,2,0,0,0
England - Premier League,2015/2016,3754060,14:30:00.000,Everton,1,1,Regular Season,0,0,1,1,0,1,1,0,1,0,0
England - Premier League,2015/2016,3754060,14:30:00.000,Liverpool,1,1,Regular Season,0,0,1,1,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754061,16:00:00.000,Stoke City,1,1,Regular Season,0,0,0,1,-1,0,0,0,1,0,0
England - Premier League,2015/2016,3754061,16:00:00.000,Chelsea,1,1,Regular Season,0,0,1,0,1,0,0,0,1,0,0
England - Premier League,2015/2016,3754062,20:45:00.000,Chelsea,2,2,Regular Season,0,0,1,1,0,0,0,0,0,1,0
England - Premier League,2015/2016,3754062,20:45:00.000,West Bromwich Albion,2,2,Regular Season,0,0,1,1,0,0,0,1,0,0,0
England - Premier League,2015/2016,3754063,16:00:00.000,Aston Villa,2,3,Regular Season,-1,0,1,0,1,0,0,0,1,1,0
England - Premier League,2015/2016,3754063,16:00:00.000,Watford,3,2,Regular Season,1,1,0,1,-1,0,1,0,2,0,0
England - Premier League,2015/2016,3754064,14:30:00.000,Southampton,3,2,Regular Season,1,1,0,2,-2,0,0,0,3,0,0
England - Premier League,2015/2016,3754064,14:30:00.000,Liverpool,2,3,Regular Season,-1,0,2,0,2,0,0,0,1,0,0
England - Premier League,2015/2016,3754065,21:00:00.000,Tottenham Hotspur,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754065,21:00:00.000,Leicester City,1,0,Regular Season,1,1,0,0,0,0,0,0,0,1,0
England - Premier League,2015/2016,3754066,17:00:00.000,Chelsea,0,3,Regular Season,-3,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754066,17:00:00.000,Manchester City,3,0,Regular Season,3,1,1,0,1,0,0,1,1,1,0
England - Premier League,2015/2016,3754067,16:00:00.000,Crystal Palace,1,3,Regular Season,-2,0,1,1,0,0,0,1,0,0,0
England - Premier League,2015/2016,3754067,16:00:00.000,West Ham United,3,1,Regular Season,2,1,1,1,0,0,1,0,0,1,0
England - Premier League,2015/2016,3754068,16:00:00.000,West Bromwich Albion,1,0,Regular Season,1,1,1,0,1,0,0,0,1,0,0
England - Premier League,2015/2016,3754068,16:00:00.000,Aston Villa,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754069,16:00:00.000,Newcastle United,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754069,16:00:00.000,Arsenal,1,0,Regular Season,1,1,0,0,0,0,0,0,0,1,0
England - Premier League,2015/2016,3754070,16:00:00.000,Aston Villa,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754070,16:00:00.000,Newcastle United,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754071,20:45:00.000,Sunderland,4,2,Regular Season,2,1,1,2,-1,0,0,0,3,0,0
England - Premier League,2015/2016,3754071,20:45:00.000,Swansea City,2,4,Regular Season,-2,0,2,1,1,0,0,1,1,0,0
England - Premier League,2015/2016,3754072,16:00:00.000,Watford,1,0,Regular Season,1,1,1,0,1,0,0,0,1,0,0
England - Premier League,2015/2016,3754072,16:00:00.000,Sunderland,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754073,18:30:00.000,AFC Bournemouth,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754073,18:30:00.000,Chelsea,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754074,17:00:00.000,Swansea City,2,2,Regular Season,0,0,1,1,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754074,17:00:00.000,Tottenham Hotspur,2,2,Regular Season,0,0,1,1,0,0,0,2,0,0,0
England - Premier League,2015/2016,3754075,13:45:00.000,Aston Villa,0,4,Regular Season,-4,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754075,13:45:00.000,Chelsea,4,0,Regular Season,4,1,1,0,1,0,0,1,3,0,0
England - Premier League,2015/2016,3754076,16:00:00.000,Sunderland,2,2,Regular Season,0,0,2,1,1,0,0,0,2,0,0
England - Premier League,2015/2016,3754076,16:00:00.000,West Ham United,2,2,Regular Season,0,0,1,2,-1,1,1,0,0,1,0
England - Premier League,2015/2016,3754077,18:30:00.000,West Ham United,2,1,Regular Season,1,1,2,0,2,0,0,0,1,0,0
England - Premier League,2015/2016,3754077,18:30:00.000,Manchester City,1,2,Regular Season,-1,0,0,2,-2,0,0,1,0,0,0
England - Premier League,2015/2016,3754078,18:30:00.000,Swansea City,2,2,Regular Season,0,0,1,1,0,0,0,0,2,0,0
England - Premier League,2015/2016,3754078,18:30:00.000,Chelsea,2,2,Regular Season,0,0,1,1,0,0,0,1,0,0,0
England - Premier League,2015/2016,3754079,16:00:00.000,Manchester City,6,1,Regular Season,5,1,1,1,0,0,0,1,5,0,0
England - Premier League,2015/2016,3754079,16:00:00.000,Newcastle United,1,6,Regular Season,-5,0,1,1,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754080,16:00:00.000,Watford,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754080,16:00:00.000,Tottenham Hotspur,1,0,Regular Season,1,1,0,0,0,0,0,0,0,1,0
England - Premier League,2015/2016,3754081,17:00:00.000,West Bromwich Albion,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754081,17:00:00.000,Manchester United,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754082,14:30:00.000,Sunderland,2,6,Regular Season,-4,0,0,2,-2,0,0,0,2,0,0
England - Premier League,2015/2016,3754082,14:30:00.000,Everton,6,2,Regular Season,4,1,2,0,2,0,0,0,5,0,0
England - Premier League,2015/2016,3754083,16:00:00.000,Chelsea,1,2,Regular Season,-1,0,0,0,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754083,16:00:00.000,Crystal Palace,2,1,Regular Season,1,1,0,0,0,0,0,0,1,1,0
England - Premier League,2015/2016,3754084,16:00:00.000,Aston Villa,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754084,16:00:00.000,West Bromwich Albion,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754085,16:00:00.000,Leicester City,3,0,Regular Season,3,1,2,0,2,0,0,0,0,0,0
England - Premier League,2015/2016,3754085,16:00:00.000,Swansea City,0,3,Regular Season,-3,0,0,2,-2,0,0,0,0,0,0
England - Premier League,2015/2016,3754086,20:45:00.000,Watford,1,3,Regular Season,-2,0,0,2,-2,0,0,0,0,1,0
England - Premier League,2015/2016,3754086,20:45:00.000,West Ham United,3,1,Regular Season,2,1,2,0,2,0,0,2,1,0,0
England - Premier League,2015/2016,3754087,18:30:00.000,Liverpool,1,1,Regular Season,0,0,0,0,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754087,18:30:00.000,Tottenham Hotspur,1,1,Regular Season,0,0,0,0,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754088,20:45:00.000,Manchester United,3,3,Regular Season,0,0,2,1,1,0,0,1,2,0,0
England - Premier League,2015/2016,3754088,20:45:00.000,Newcastle United,3,3,Regular Season,0,0,1,2,-1,0,0,1,1,1,0
England - Premier League,2015/2016,3754089,21:00:00.000,AFC Bournemouth,2,1,Regular Season,1,1,1,1,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754089,21:00:00.000,Crystal Palace,1,2,Regular Season,-1,0,1,1,0,0,0,0,0,1,0
England - Premier League,2015/2016,3754090,16:00:00.000,Newcastle United,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754090,16:00:00.000,Stoke City,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754091,16:00:00.000,Stoke City,0,2,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754091,16:00:00.000,Watford,2,0,Regular Season,2,1,1,0,1,0,0,0,1,0,0
England - Premier League,2015/2016,3754092,21:00:00.000,Tottenham Hotspur,2,2,Regular Season,0,0,2,0,2,0,0,0,2,0,0
England - Premier League,2015/2016,3754092,21:00:00.000,Chelsea,2,2,Regular Season,0,0,0,2,-2,0,0,0,1,1,0
England - Premier League,2015/2016,3754093,13:00:00.000,Tottenham Hotspur,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754093,13:00:00.000,Chelsea,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754094,21:00:00.000,Manchester United,3,0,Regular Season,3,1,2,0,2,0,0,0,3,0,0
England - Premier League,2015/2016,3754094,21:00:00.000,Stoke City,0,3,Regular Season,-3,0,0,2,-2,0,0,0,0,0,0
England - Premier League,2015/2016,3754095,20:45:00.000,Sunderland,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754095,20:45:00.000,Manchester City,1,0,Regular Season,1,1,1,0,1,0,0,0,1,0,0
England - Premier League,2015/2016,3754096,16:00:00.000,West Ham United,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754096,16:00:00.000,Stoke City,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754097,13:45:00.000,Tottenham Hotspur,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754097,13:45:00.000,Manchester United,1,0,Regular Season,1,1,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754098,13:45:00.000,Liverpool,3,1,Regular Season,2,1,0,1,-1,0,0,0,2,0,0
England - Premier League,2015/2016,3754098,13:45:00.000,Chelsea,1,3,Regular Season,-2,0,1,0,1,0,0,1,0,0,0
England - Premier League,2015/2016,3754099,13:45:00.000,West Bromwich Albion,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754099,13:45:00.000,Crystal Palace,2,0,Regular Season,2,1,0,0,0,0,0,1,1,0,0
England - Premier League,2015/2016,3754100,14:30:00.000,Newcastle United,1,1,Regular Season,0,0,0,1,-1,0,0,0,1,0,0
England - Premier League,2015/2016,3754100,14:30:00.000,Sunderland,1,1,Regular Season,0,0,1,0,1,0,0,0,1,0,0
England - Premier League,2015/2016,3754101,16:00:00.000,Norwich City,1,0,Regular Season,1,1,0,0,0,0,0,1,0,0,0
England - Premier League,2015/2016,3754101,16:00:00.000,Southampton,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754102,17:00:00.000,Norwich City,2,6,Regular Season,-4,0,2,3,-1,0,0,0,2,0,0
England - Premier League,2015/2016,3754102,17:00:00.000,Newcastle United,6,2,Regular Season,4,1,3,2,1,0,0,0,2,0,0
England - Premier League,2015/2016,3754103,20:45:00.000,Watford,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754103,20:45:00.000,Chelsea,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754104,16:00:00.000,Stoke City,1,1,Regular Season,0,0,1,1,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754104,16:00:00.000,Norwich City,1,1,Regular Season,0,0,1,1,0,0,0,0,0,1,0
England - Premier League,2015/2016,3754105,21:00:00.000,West Bromwich Albion,2,3,Regular Season,-1,0,1,0,1,0,0,0,1,1,0
England - Premier League,2015/2016,3754105,21:00:00.000,Everton,3,2,Regular Season,1,1,0,1,-1,0,0,0,3,0,0
England - Premier League,2015/2016,3754106,17:00:00.000,Leicester City,3,2,Regular Season,1,1,0,1,-1,0,0,0,1,1,0
England - Premier League,2015/2016,3754106,17:00:00.000,Aston Villa,2,3,Regular Season,-1,0,1,0,1,0,0,1,1,0,0
England - Premier League,2015/2016,3754107,20:45:00.000,Aston Villa,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754107,20:45:00.000,Manchester United,1,0,Regular Season,1,1,1,0,1,0,0,1,0,0,0
England - Premier League,2015/2016,3754108,16:00:00.000,Chelsea,2,3,Regular Season,-1,0,1,1,0,0,0,1,1,0,0
England - Premier League,2015/2016,3754108,16:00:00.000,Sunderland,3,2,Regular Season,1,1,1,1,0,0,0,1,1,0,0
England - Premier League,2015/2016,3754109,17:00:00.000,West Ham United,1,4,Regular Season,-3,0,0,2,-2,0,0,1,0,0,0
England - Premier League,2015/2016,3754109,17:00:00.000,Tottenham Hotspur,4,1,Regular Season,3,1,2,0,2,0,0,0,2,2,0
England - Premier League,2015/2016,3754110,18:30:00.000,Manchester City,2,2,Regular Season,0,0,1,1,0,0,0,0,2,0,0
England - Premier League,2015/2016,3754110,18:30:00.000,West Ham United,2,2,Regular Season,0,0,1,1,0,0,0,0,2,0,0
England - Premier League,2015/2016,3754111,17:00:00.000,Chelsea,1,0,Regular Season,1,1,1,0,1,0,0,0,1,0,0
England - Premier League,2015/2016,3754111,17:00:00.000,Arsenal,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754112,14:30:00.000,Newcastle United,2,2,Regular Season,0,0,1,1,0,0,0,1,1,0,0
England - Premier League,2015/2016,3754112,14:30:00.000,Southampton,2,2,Regular Season,0,0,1,1,0,0,0,0,2,0,0
England - Premier League,2015/2016,3754113,16:00:00.000,Aston Villa,1,1,Regular Season,0,0,1,0,1,0,0,0,0,1,0
England - Premier League,2015/2016,3754113,16:00:00.000,Southampton,1,1,Regular Season,0,0,0,1,-1,0,0,1,0,0,0
England - Premier League,2015/2016,3754114,14:30:00.000,Chelsea,3,0,Regular Season,3,1,1,0,1,0,0,1,2,0,0
England - Premier League,2015/2016,3754114,14:30:00.000,Crystal Palace,0,3,Regular Season,-3,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754115,16:00:00.000,Chelsea,2,0,Regular Season,2,1,1,0,1,0,0,0,1,0,0
England - Premier League,2015/2016,3754115,16:00:00.000,Aston Villa,0,2,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754116,16:00:00.000,Chelsea,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754116,16:00:00.000,Swansea City,1,0,Regular Season,1,1,1,0,1,0,0,1,0,0,0
England - Premier League,2015/2016,3754117,14:30:00.000,Aston Villa,0,2,Regular Season,-2,0,0,2,-2,0,0,0,0,0,0
England - Premier League,2015/2016,3754117,14:30:00.000,Arsenal,2,0,Regular Season,2,1,2,0,2,0,0,1,1,0,0
England - Premier League,2015/2016,3754118,16:00:00.000,Watford,0,4,Regular Season,-4,0,0,2,-2,0,0,0,0,0,0
England - Premier League,2015/2016,3754118,16:00:00.000,Arsenal,4,0,Regular Season,4,1,2,0,2,0,0,0,3,1,0
England - Premier League,2015/2016,3754119,13:00:00.000,Newcastle United,0,3,Regular Season,-3,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754119,13:00:00.000,Sunderland,3,0,Regular Season,3,1,0,0,0,0,0,0,2,1,0
England - Premier League,2015/2016,3754120,18:30:00.000,West Ham United,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754120,18:30:00.000,Southampton,1,0,Regular Season,1,1,1,0,1,0,0,0,0,1,0
England - Premier League,2015/2016,3754121,16:00:00.000,Watford,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754121,16:00:00.000,AFC Bournemouth,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754122,16:00:00.000,Stoke City,1,2,Regular Season,-1,0,0,0,0,0,0,1,0,0,0
England - Premier League,2015/2016,3754122,16:00:00.000,West Bromwich Albion,2,1,Regular Season,1,1,0,0,0,0,1,0,0,1,0
England - Premier League,2015/2016,3754123,16:00:00.000,Everton,3,0,Regular Season,3,1,2,0,2,0,0,1,1,1,0
England - Premier League,2015/2016,3754123,16:00:00.000,Norwich City,0,3,Regular Season,-3,0,0,2,-2,0,0,0,0,0,0
England - Premier League,2015/2016,3754124,17:00:00.000,Manchester United,1,0,Regular Season,1,1,1,0,1,0,0,0,1,0,0
England - Premier League,2015/2016,3754124,17:00:00.000,Manchester City,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754125,16:00:00.000,Chelsea,3,3,Regular Season,0,0,0,0,0,0,1,1,1,1,0
England - Premier League,2015/2016,3754125,16:00:00.000,Everton,3,3,Regular Season,0,0,0,0,0,0,0,0,1,1,0
England - Premier League,2015/2016,3754126,18:30:00.000,Everton,1,2,Regular Season,-1,0,1,2,-1,0,0,1,0,0,0
England - Premier League,2015/2016,3754126,18:30:00.000,Arsenal,2,1,Regular Season,1,1,2,1,1,0,0,0,1,1,0
England - Premier League,2015/2016,3754127,16:00:00.000,Stoke City,0,3,Regular Season,-3,0,0,3,-3,0,0,0,0,0,0
England - Premier League,2015/2016,3754127,16:00:00.000,Everton,3,0,Regular Season,3,1,3,0,3,0,0,0,2,1,0
England - Premier League,2015/2016,3754128,16:00:00.000,AFC Bournemouth,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754128,16:00:00.000,Aston Villa,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754129,21:00:00.000,Arsenal,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754129,21:00:00.000,Liverpool,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754130,16:00:00.000,Aston Villa,0,2,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754130,16:00:00.000,Norwich City,2,0,Regular Season,2,1,1,0,1,0,0,0,1,0,0
England - Premier League,2015/2016,3754131,16:00:00.000,AFC Bournemouth,4,3,Regular Season,1,1,2,0,2,0,0,0,3,0,0
England - Premier League,2015/2016,3754131,16:00:00.000,West Ham United,3,4,Regular Season,-1,0,0,2,-2,0,0,1,2,0,0
England - Premier League,2015/2016,3754132,16:00:00.000,Stoke City,1,1,Regular Season,0,0,0,0,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754132,16:00:00.000,Sunderland,1,1,Regular Season,0,0,0,0,0,0,1,0,1,0,0
England - Premier League,2015/2016,3754133,16:00:00.000,Norwich City,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754133,16:00:00.000,West Bromwich Albion,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754134,21:30:00.000,Manchester United,2,3,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754134,21:30:00.000,West Ham United,3,2,Regular Season,1,1,1,0,1,0,0,0,1,2,0
England - Premier League,2015/2016,3754135,13:45:00.000,Manchester City,0,2,Regular Season,-2,0,0,2,-2,0,0,0,0,0,0
England - Premier League,2015/2016,3754135,13:45:00.000,Stoke City,2,0,Regular Season,2,1,2,0,2,0,0,0,0,0,0
England - Premier League,2015/2016,3754136,18:30:00.000,Newcastle United,1,1,Regular Season,0,0,1,0,1,0,0,0,0,1,0
England - Premier League,2015/2016,3754136,18:30:00.000,Aston Villa,1,1,Regular Season,0,0,0,1,-1,0,0,0,1,0,0
England - Premier League,2015/2016,3754137,16:00:00.000,Southampton,1,1,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754137,16:00:00.000,Everton,1,1,Regular Season,0,0,0,0,0,0,0,0,0,1,0
England - Premier League,2015/2016,3754138,16:00:00.000,Norwich City,1,3,Regular Season,-2,0,0,1,-1,0,0,1,0,0,0
England - Premier League,2015/2016,3754138,16:00:00.000,Crystal Palace,3,1,Regular Season,2,1,1,0,1,0,1,1,0,1,0
England - Premier League,2015/2016,3754139,16:00:00.000,Swansea City,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754139,16:00:00.000,Southampton,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754140,17:00:00.000,Tottenham Hotspur,1,1,Regular Season,0,0,1,1,0,1,1,1,0,0,0
England - Premier League,2015/2016,3754140,17:00:00.000,Everton,1,1,Regular Season,0,0,1,1,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754141,14:30:00.000,West Ham United,2,0,Regular Season,2,1,1,0,1,0,0,1,1,0,0
England - Premier League,2015/2016,3754141,14:30:00.000,Arsenal,0,2,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754142,20:45:00.000,Everton,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754142,20:45:00.000,Manchester City,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754143,17:00:00.000,Liverpool,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754143,17:00:00.000,Newcastle United,2,0,Regular Season,2,1,0,0,0,0,1,1,0,0,0
England - Premier League,2015/2016,3754144,16:00:00.000,Manchester City,4,0,Regular Season,4,1,3,0,3,0,1,2,2,0,0
England - Premier League,2015/2016,3754144,16:00:00.000,AFC Bournemouth,0,4,Regular Season,-4,0,0,3,-3,0,0,0,0,0,0
England - Premier League,2015/2016,3754145,21:00:00.000,Manchester City,3,0,Regular Season,3,1,2,0,2,0,0,2,0,1,0
England - Premier League,2015/2016,3754145,21:00:00.000,West Bromwich Albion,0,3,Regular Season,-3,0,0,2,-2,0,0,0,0,0,0
England - Premier League,2015/2016,3754146,16:00:00.000,Stoke City,2,2,Regular Season,0,0,2,0,2,0,0,1,1,0,0
England - Premier League,2015/2016,3754146,16:00:00.000,Leicester City,2,2,Regular Season,0,0,0,2,-2,0,0,0,1,0,0
England - Premier League,2015/2016,3754147,17:15:00.000,Manchester City,1,2,Regular Season,-1,0,0,0,0,0,0,1,0,0,0
England - Premier League,2015/2016,3754147,17:15:00.000,Tottenham Hotspur,2,1,Regular Season,1,1,0,0,0,0,0,1,1,0,0
England - Premier League,2015/2016,3754148,14:30:00.000,Tottenham Hotspur,1,0,Regular Season,1,1,0,0,0,0,0,1,0,0,0
England - Premier League,2015/2016,3754148,14:30:00.000,Sunderland,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754149,16:00:00.000,Manchester City,1,1,Regular Season,0,0,1,1,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754149,16:00:00.000,Swansea City,1,1,Regular Season,0,0,1,1,0,1,1,0,1,0,0
England - Premier League,2015/2016,3754150,16:00:00.000,Sunderland,2,0,Regular Season,2,1,0,0,0,0,0,0,1,1,0
England - Premier League,2015/2016,3754150,16:00:00.000,Stoke City,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754151,16:00:00.000,Swansea City,1,0,Regular Season,1,1,0,0,0,0,0,1,0,0,0
England - Premier League,2015/2016,3754151,16:00:00.000,Norwich City,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754152,14:30:00.000,Leicester City,2,0,Regular Season,2,1,0,0,0,0,1,0,2,0,0
England - Premier League,2015/2016,3754152,14:30:00.000,Sunderland,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
England - Premier League,2015/2016,3754153,16:00:00.000,Crystal Palace,2,1,Regular Season,1,1,1,0,1,1,1,0,1,0,0
England - Premier League,2015/2016,3754153,16:00:00.000,Stoke City,1,2,Regular Season,-1,0,0,1,-1,0,0,0,1,0,0
England - Premier League,2015/2016,3754154,16:00:00.000,Newcastle United,2,2,Regular Season,0,0,0,2,-2,0,0,1,1,0,0
England - Premier League,2015/2016,3754154,16:00:00.000,Liverpool,2,2,Regular Season,0,0,2,0,2,0,0,1,1,0,0
England - Premier League,2015/2016,3754155,16:00:00.000,West Bromwich Albion,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754155,16:00:00.000,Watford,1,0,Regular Season,1,1,1,0,1,0,0,1,0,0,0
England - Premier League,2015/2016,3754156,16:00:00.000,Watford,1,2,Regular Season,-1,0,0,0,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754156,16:00:00.000,Leicester City,2,1,Regular Season,1,1,0,0,0,0,0,1,1,0,0
England - Premier League,2015/2016,3754157,16:00:00.000,AFC Bournemouth,3,3,Regular Season,0,0,0,2,-2,0,1,0,0,1,0
England - Premier League,2015/2016,3754157,16:00:00.000,Everton,3,3,Regular Season,0,0,2,0,2,0,1,1,1,1,0
England - Premier League,2015/2016,3754158,16:00:00.000,Swansea City,4,1,Regular Season,3,1,2,0,2,0,1,1,3,0,0
England - Premier League,2015/2016,3754158,16:00:00.000,West Ham United,1,4,Regular Season,-3,0,0,2,-2,0,0,0,0,0,0
England - Premier League,2015/2016,3754159,21:00:00.000,AFC Bournemouth,1,3,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754159,21:00:00.000,Manchester United,3,1,Regular Season,2,1,1,0,1,0,0,1,1,0,0
England - Premier League,2015/2016,3754160,16:00:00.000,Arsenal,3,1,Regular Season,2,1,1,0,1,0,1,1,2,0,0
England - Premier League,2015/2016,3754160,16:00:00.000,Sunderland,1,3,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754161,21:00:00.000,Watford,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
England - Premier League,2015/2016,3754161,21:00:00.000,Swansea City,1,0,Regular Season,1,1,1,0,1,0,0,0,0,1,0
England - Premier League,2015/2016,3754162,18:30:00.000,Manchester United,1,2,Regular Season,-1,0,1,1,0,0,0,1,0,0,0
England - Premier League,2015/2016,3754162,18:30:00.000,AFC Bournemouth,2,1,Regular Season,1,1,1,1,0,0,0,0,1,0,0
England - Premier League,2015/2016,3754163,14:30:00.000,Swansea City,2,1,Regular Season,1,1,2,0,2,0,0,0,2,0,0
