competition,season,match_id,kick_off,team,goals_scored,goals_conceded,competition_stage,goal_difference,winner,goals_scored_HT,goals_conceded_HT,Advantage_HT,Stoppage_Time_Goals_HT,Stoppage_Time_Goals,Goals_Scored_Midfielders,Goals_Scored_Forwards,Goals_Scored_Defenders,Goals_Scored_Goalkeepers
Spain - La Liga,2015/2016,3825702,19:15:00.000,Real Sociedad,0,2,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825703,19:15:00.000,Levante UD,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825703,19:15:00.000,Athletic Club,2,0,Regular Season,2,1,0,0,0,0,0,1,1,0,0
Spain - La Liga,2015/2016,3825704,19:15:00.000,Celta Vigo,2,0,Regular Season,2,1,2,0,2,0,0,1,1,0,0
Spain - La Liga,2015/2016,3825704,19:15:00.000,Granada,0,2,Regular Season,-2,0,0,2,-2,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825705,19:30:00.000,Eibar,2,0,Regular Season,2,1,0,0,0,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825705,19:30:00.000,Sporting Gijón,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825706,21:30:00.000,Athletic Club,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825706,21:30:00.000,Celta Vigo,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825707,22:00:00.000,Las Palmas,4,1,Regular Season,3,1,1,0,1,0,0,1,2,0,0
Spain - La Liga,2015/2016,3825707,22:00:00.000,Granada,1,4,Regular Season,-3,0,0,1,-1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825708,17:00:00.000,Levante UD,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825708,17:00:00.000,Málaga,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825709,19:15:00.000,Espanyol,0,2,Regular Season,-2,0,0,2,-2,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825709,19:15:00.000,Sevilla,2,0,Regular Season,2,1,2,0,2,0,0,1,1,0,0
Spain - La Liga,2015/2016,3825710,17:00:00.000,Real Madrid,3,1,Regular Season,2,1,1,0,1,0,0,0,3,0,0
Spain - La Liga,2015/2016,3825710,17:00:00.000,Real Sociedad,1,3,Regular Season,-2,0,0,1,-1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825711,19:15:00.000,Atlético Madrid,2,0,Regular Season,2,1,0,0,0,0,0,1,1,0,0
Spain - La Liga,2015/2016,3825711,19:15:00.000,Rayo Vallecano,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825712,21:30:00.000,Getafe,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825712,21:30:00.000,RC Deportivo La Coruña,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825713,17:00:00.000,Valencia,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825713,17:00:00.000,Villarreal,1,0,Regular Season,1,1,0,0,0,0,0,1,0,0,0
Spain - La Liga,2015/2016,3825714,21:30:00.000,Atlético Madrid,1,0,Regular Season,1,1,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825714,21:30:00.000,Levante UD,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825715,23:05:00.000,Celta Vigo,0,2,Regular Season,-2,0,0,2,-2,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825715,23:05:00.000,Málaga,2,0,Regular Season,2,1,2,0,2,0,0,0,1,1,0
Spain - La Liga,2015/2016,3825716,13:00:00.000,Real Sociedad,2,2,Regular Season,0,0,1,1,0,0,0,0,1,1,0
Spain - La Liga,2015/2016,3825716,13:00:00.000,Rayo Vallecano,2,2,Regular Season,0,0,1,1,0,0,0,1,0,1,0
Spain - La Liga,2015/2016,3825717,17:00:00.000,Granada,2,1,Regular Season,1,1,2,1,1,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825717,17:00:00.000,Sevilla,1,2,Regular Season,-1,0,1,2,-1,1,1,0,0,0,0
Spain - La Liga,2015/2016,3825718,21:30:00.000,Real Madrid,2,2,Regular Season,0,0,1,1,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825718,21:30:00.000,Valencia,2,2,Regular Season,0,0,1,1,0,1,1,1,1,0,0
Spain - La Liga,2015/2016,3825719,19:15:00.000,Athletic Club,2,2,Regular Season,0,0,1,0,1,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825719,19:15:00.000,Las Palmas,2,2,Regular Season,0,0,0,1,-1,0,0,2,0,0,0
Spain - La Liga,2015/2016,3825720,17:00:00.000,Eibar,4,0,Regular Season,4,1,2,0,2,0,0,1,2,1,0
Spain - La Liga,2015/2016,3825720,17:00:00.000,Real Betis,0,4,Regular Season,-4,0,0,2,-2,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825721,19:15:00.000,RC Deportivo La Coruña,1,2,Regular Season,-1,0,0,1,-1,0,0,1,0,0,0
Spain - La Liga,2015/2016,3825721,19:15:00.000,Villarreal,2,1,Regular Season,1,1,1,0,1,0,1,2,0,0,0
Spain - La Liga,2015/2016,3825722,21:30:00.000,Getafe,2,1,Regular Season,1,1,0,1,-1,0,0,0,1,1,0
Spain - La Liga,2015/2016,3825722,21:30:00.000,Sporting Gijón,1,2,Regular Season,-1,0,1,0,1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825723,23:05:00.000,Rayo Vallecano,1,2,Regular Season,-1,0,0,0,0,0,0,1,0,0,0
Spain - La Liga,2015/2016,3825723,23:05:00.000,Levante UD,2,1,Regular Season,1,1,0,0,0,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825724,21:30:00.000,RC Deportivo La Coruña,0,5,Regular Season,-5,0,0,2,-2,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825724,21:30:00.000,Real Madrid,5,0,Regular Season,5,1,2,0,2,0,1,0,5,0,0
Spain - La Liga,2015/2016,3825725,19:15:00.000,Getafe,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825725,19:15:00.000,Real Betis,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825726,19:15:00.000,Sevilla,2,0,Regular Season,2,1,1,0,1,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825726,19:15:00.000,Athletic Club,0,2,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825727,19:15:00.000,Eibar,2,1,Regular Season,1,1,1,1,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825727,19:15:00.000,Espanyol,1,2,Regular Season,-1,0,1,1,0,0,0,1,0,0,0
Spain - La Liga,2015/2016,3825728,21:30:00.000,Celta Vigo,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825728,21:30:00.000,Atlético Madrid,2,0,Regular Season,2,1,0,0,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825729,13:00:00.000,Villarreal,2,0,Regular Season,2,1,1,0,1,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825729,13:00:00.000,Sporting Gijón,0,2,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825730,17:00:00.000,Real Sociedad,2,0,Regular Season,2,1,0,0,0,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825730,17:00:00.000,Valencia,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825731,19:15:00.000,Málaga,1,1,Regular Season,0,0,0,0,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825731,19:15:00.000,Las Palmas,1,1,Regular Season,0,0,0,0,0,0,0,1,0,0,0
Spain - La Liga,2015/2016,3825732,19:15:00.000,Levante UD,3,4,Regular Season,-1,0,0,2,-2,0,0,0,1,1,0
Spain - La Liga,2015/2016,3825732,19:15:00.000,Celta Vigo,4,3,Regular Season,1,1,2,0,2,0,0,0,4,0,0
Spain - La Liga,2015/2016,3825733,17:00:00.000,Málaga,1,2,Regular Season,-1,0,0,2,-2,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825733,17:00:00.000,Sevilla,2,1,Regular Season,1,1,2,0,2,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825734,23:05:00.000,Real Sociedad,1,1,Regular Season,0,0,0,1,-1,0,0,1,0,0,0
Spain - La Liga,2015/2016,3825734,23:05:00.000,RC Deportivo La Coruña,1,1,Regular Season,0,0,1,0,1,0,0,1,0,0,0
Spain - La Liga,2015/2016,3825735,21:30:00.000,Real Betis,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825735,21:30:00.000,Villarreal,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825736,13:00:00.000,Rayo Vallecano,2,2,Regular Season,0,0,1,0,1,0,0,2,0,0,0
Spain - La Liga,2015/2016,3825736,13:00:00.000,Valencia,2,2,Regular Season,0,0,0,1,-1,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825737,19:15:00.000,Espanyol,1,3,Regular Season,-2,0,1,2,-1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825737,19:15:00.000,Getafe,3,1,Regular Season,2,1,2,1,1,0,1,0,3,0,0
Spain - La Liga,2015/2016,3825738,19:15:00.000,Atlético Madrid,3,0,Regular Season,3,1,1,0,1,0,0,0,2,1,0
Spain - La Liga,2015/2016,3825738,19:15:00.000,Las Palmas,0,3,Regular Season,-3,0,0,1,-1,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825739,17:00:00.000,Real Madrid,5,1,Regular Season,4,1,5,0,5,0,0,0,5,0,0
Spain - La Liga,2015/2016,3825739,17:00:00.000,Sporting Gijón,1,5,Regular Season,-4,0,0,5,-5,0,0,0,0,1,0
Spain - La Liga,2015/2016,3825740,21:30:00.000,Granada,1,5,Regular Season,-4,0,0,2,-2,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825740,21:30:00.000,Eibar,5,1,Regular Season,4,1,2,0,2,0,0,0,4,0,0
Spain - La Liga,2015/2016,3825741,21:30:00.000,Real Sociedad,1,5,Regular Season,-4,0,1,3,-2,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825741,21:30:00.000,Sporting Gijón,5,1,Regular Season,4,1,3,1,2,0,0,1,4,0,0
Spain - La Liga,2015/2016,3825742,21:30:00.000,Getafe,2,3,Regular Season,-1,0,0,2,-2,0,0,1,1,0,0
Spain - La Liga,2015/2016,3825742,21:30:00.000,Granada,3,2,Regular Season,1,1,2,0,2,0,0,2,1,0,0
Spain - La Liga,2015/2016,3825743,23:05:00.000,Rayo Vallecano,3,0,Regular Season,3,1,3,0,3,0,0,1,1,1,0
Spain - La Liga,2015/2016,3825743,23:05:00.000,Celta Vigo,0,3,Regular Season,-3,0,0,3,-3,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825744,19:15:00.000,Villarreal,2,2,Regular Season,0,0,1,2,-1,0,0,1,0,1,0
Spain - La Liga,2015/2016,3825744,19:15:00.000,Espanyol,2,2,Regular Season,0,0,2,1,1,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825745,19:15:00.000,Valencia,1,1,Regular Season,0,0,0,1,-1,0,1,0,1,0,0
Spain - La Liga,2015/2016,3825745,19:15:00.000,RC Deportivo La Coruña,1,1,Regular Season,0,0,1,0,1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825746,21:30:00.000,Real Madrid,1,1,Regular Season,0,0,0,1,-1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825746,21:30:00.000,Real Betis,1,1,Regular Season,0,0,1,0,1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825747,13:00:00.000,Eibar,2,5,Regular Season,-3,0,1,3,-2,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825747,13:00:00.000,Athletic Club,5,2,Regular Season,3,1,3,1,2,0,0,0,3,1,0
Spain - La Liga,2015/2016,3825748,17:00:00.000,Sevilla,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825748,17:00:00.000,Atlético Madrid,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825749,23:30:00.000,Levante UD,3,2,Regular Season,1,1,1,0,1,0,0,0,3,0,0
Spain - La Liga,2015/2016,3825749,23:30:00.000,Las Palmas,2,3,Regular Season,-1,0,0,1,-1,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825750,23:05:00.000,Real Betis,1,2,Regular Season,-1,0,0,2,-2,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825750,23:05:00.000,Real Sociedad,2,1,Regular Season,1,1,2,0,2,0,0,1,0,1,0
Spain - La Liga,2015/2016,3825751,19:15:00.000,Getafe,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825751,19:15:00.000,Athletic Club,1,0,Regular Season,1,1,1,0,1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825752,19:15:00.000,Eibar,1,2,Regular Season,-1,0,0,1,-1,0,1,0,1,0,0
Spain - La Liga,2015/2016,3825752,19:15:00.000,Málaga,2,1,Regular Season,1,1,1,0,1,0,1,0,1,0,0
Spain - La Liga,2015/2016,3825753,21:30:00.000,Villarreal,1,0,Regular Season,1,1,0,0,0,0,0,1,0,0,0
Spain - La Liga,2015/2016,3825753,21:30:00.000,Granada,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825754,19:15:00.000,Las Palmas,2,1,Regular Season,1,1,1,1,0,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825754,19:15:00.000,Celta Vigo,1,2,Regular Season,-1,0,1,1,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825755,17:00:00.000,Valencia,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825755,17:00:00.000,Sporting Gijón,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825756,13:00:00.000,Levante UD,1,3,Regular Season,-2,0,0,1,-1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825756,13:00:00.000,Sevilla,3,1,Regular Season,2,1,1,0,1,0,0,2,1,0,0
Spain - La Liga,2015/2016,3825757,21:30:00.000,Real Madrid,6,0,Regular Season,6,1,4,0,4,0,0,0,5,0,0
Spain - La Liga,2015/2016,3825757,21:30:00.000,Espanyol,0,6,Regular Season,-6,0,0,4,-4,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825758,21:30:00.000,Rayo Vallecano,2,2,Regular Season,0,0,2,1,1,0,0,1,1,0,0
Spain - La Liga,2015/2016,3825758,21:30:00.000,RC Deportivo La Coruña,2,2,Regular Season,0,0,1,2,-1,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825759,21:30:00.000,Getafe,0,3,Regular Season,-3,0,0,3,-3,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825759,21:30:00.000,Málaga,3,0,Regular Season,3,1,3,0,3,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825760,17:00:00.000,Eibar,1,3,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825760,17:00:00.000,Atlético Madrid,3,1,Regular Season,2,1,0,0,0,0,1,0,1,2,0
Spain - La Liga,2015/2016,3825761,21:30:00.000,Athletic Club,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825761,21:30:00.000,Villarreal,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825762,23:05:00.000,Sporting Gijón,1,1,Regular Season,0,0,1,1,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825762,23:05:00.000,RC Deportivo La Coruña,1,1,Regular Season,0,0,1,1,0,0,0,1,0,0,0
Spain - La Liga,2015/2016,3825763,19:15:00.000,Rayo Vallecano,2,0,Regular Season,2,1,1,0,1,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825763,19:15:00.000,Las Palmas,0,2,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825764,21:30:00.000,Real Madrid,2,1,Regular Season,1,1,1,0,1,0,0,1,1,0,0
Spain - La Liga,2015/2016,3825764,21:30:00.000,Granada,1,2,Regular Season,-1,0,0,1,-1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825765,19:15:00.000,Sevilla,1,1,Regular Season,0,0,1,0,1,0,0,0,0,1,0
Spain - La Liga,2015/2016,3825765,19:15:00.000,Celta Vigo,1,1,Regular Season,0,0,0,1,-1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825766,17:00:00.000,Valencia,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825766,17:00:00.000,Real Betis,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825767,21:30:00.000,Real Sociedad,5,0,Regular Season,5,1,2,0,2,0,0,1,2,0,0
Spain - La Liga,2015/2016,3825767,21:30:00.000,Espanyol,0,5,Regular Season,-5,0,0,2,-2,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825768,21:30:00.000,Sporting Gijón,2,2,Regular Season,0,0,2,1,1,1,1,1,1,0,0
Spain - La Liga,2015/2016,3825768,21:30:00.000,Rayo Vallecano,2,2,Regular Season,0,0,1,2,-1,0,0,1,1,0,0
Spain - La Liga,2015/2016,3825769,19:15:00.000,Málaga,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825769,19:15:00.000,Villarreal,1,0,Regular Season,1,1,1,0,1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825770,17:00:00.000,Real Madrid,4,2,Regular Season,2,1,3,1,2,0,0,1,3,0,0
Spain - La Liga,2015/2016,3825770,17:00:00.000,Athletic Club,2,4,Regular Season,-2,0,1,3,-2,0,0,2,0,0,0
Spain - La Liga,2015/2016,3825771,23:05:00.000,RC Deportivo La Coruña,2,2,Regular Season,0,0,1,2,-1,0,0,1,1,0,0
Spain - La Liga,2015/2016,3825771,23:05:00.000,Real Betis,2,2,Regular Season,0,0,2,1,1,0,0,0,0,1,0
Spain - La Liga,2015/2016,3825772,21:30:00.000,Espanyol,1,2,Regular Season,-1,0,0,0,0,0,0,0,0,1,0
Spain - La Liga,2015/2016,3825772,21:30:00.000,Valencia,2,1,Regular Season,1,1,0,0,0,0,0,1,1,0,0
Spain - La Liga,2015/2016,3825773,19:15:00.000,Eibar,2,0,Regular Season,2,1,1,0,1,0,0,1,1,0,0
Spain - La Liga,2015/2016,3825773,19:15:00.000,Levante UD,0,2,Regular Season,-2,0,0,1,-1,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825774,19:15:00.000,Getafe,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825774,19:15:00.000,Atlético Madrid,1,0,Regular Season,1,1,1,0,1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825775,13:00:00.000,Granada,0,3,Regular Season,-3,0,0,2,-2,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825775,13:00:00.000,Real Sociedad,3,0,Regular Season,3,1,2,0,2,0,0,0,3,0,0
Spain - La Liga,2015/2016,3825776,17:00:00.000,Las Palmas,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825776,17:00:00.000,Sevilla,2,0,Regular Season,2,1,0,0,0,0,0,1,1,0,0
Spain - La Liga,2015/2016,3825777,21:30:00.000,Getafe,0,3,Regular Season,-3,0,0,2,-2,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825777,21:30:00.000,Levante UD,3,0,Regular Season,3,1,2,0,2,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825778,21:30:00.000,Sporting Gijón,1,1,Regular Season,0,0,0,0,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825778,21:30:00.000,Real Betis,1,1,Regular Season,0,0,0,0,0,0,0,0,0,1,0
Spain - La Liga,2015/2016,3825779,23:05:00.000,Eibar,2,3,Regular Season,-1,0,0,2,-2,0,0,1,1,0,0
Spain - La Liga,2015/2016,3825779,23:05:00.000,Celta Vigo,3,2,Regular Season,1,1,2,0,2,0,0,0,2,1,0
Spain - La Liga,2015/2016,3825780,19:15:00.000,RC Deportivo La Coruña,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825780,19:15:00.000,Espanyol,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825781,13:00:00.000,Rayo Vallecano,2,2,Regular Season,0,0,1,2,-1,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825781,13:00:00.000,Sevilla,2,2,Regular Season,0,0,2,1,1,0,0,2,0,0,0
Spain - La Liga,2015/2016,3825782,19:15:00.000,Valencia,2,1,Regular Season,1,1,0,0,0,0,1,1,1,0,0
Spain - La Liga,2015/2016,3825782,19:15:00.000,Granada,1,2,Regular Season,-1,0,0,0,0,0,1,0,1,0,0
Spain - La Liga,2015/2016,3825783,19:15:00.000,Real Sociedad,1,0,Regular Season,1,1,1,0,1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825783,19:15:00.000,Athletic Club,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825784,21:30:00.000,Villarreal,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825784,21:30:00.000,Atlético Madrid,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825785,17:00:00.000,Real Madrid,1,1,Regular Season,0,0,1,0,1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825785,17:00:00.000,Málaga,1,1,Regular Season,0,0,0,1,-1,0,0,0,0,1,0
Spain - La Liga,2015/2016,3825786,21:30:00.000,Las Palmas,1,0,Regular Season,1,1,1,0,1,1,1,0,0,1,0
Spain - La Liga,2015/2016,3825786,21:30:00.000,Eibar,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825787,17:00:00.000,Atlético Madrid,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825787,17:00:00.000,Real Madrid,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825788,19:15:00.000,Celta Vigo,1,0,Regular Season,1,1,0,0,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825788,19:15:00.000,Getafe,0,1,Regular Season,-1,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825789,23:05:00.000,Real Sociedad,1,1,Regular Season,0,0,0,0,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825789,23:05:00.000,Málaga,1,1,Regular Season,0,0,0,0,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825790,19:15:00.000,Sporting Gijón,2,4,Regular Season,-2,0,1,1,0,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825790,19:15:00.000,Espanyol,4,2,Regular Season,2,1,1,1,0,0,0,0,3,0,0
Spain - La Liga,2015/2016,3825791,21:30:00.000,Real Betis,2,2,Regular Season,0,0,2,0,2,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825791,21:30:00.000,Rayo Vallecano,2,2,Regular Season,0,0,0,2,-2,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825792,19:15:00.000,RC Deportivo La Coruña,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825792,19:15:00.000,Granada,1,0,Regular Season,1,1,1,0,1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825793,17:00:00.000,Valencia,0,3,Regular Season,-3,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825793,17:00:00.000,Athletic Club,3,0,Regular Season,3,1,0,0,0,0,0,0,3,0,0
Spain - La Liga,2015/2016,3825794,13:00:00.000,Levante UD,0,3,Regular Season,-3,0,0,2,-2,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825794,13:00:00.000,Villarreal,3,0,Regular Season,3,1,2,0,2,0,0,0,2,0,0
Spain - La Liga,2015/2016,3825795,22:00:00.000,Real Sociedad,0,3,Regular Season,-3,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825795,22:00:00.000,Atlético Madrid,3,0,Regular Season,3,1,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825796,23:00:00.000,Las Palmas,4,0,Regular Season,4,1,2,0,2,0,0,3,1,0,0
Spain - La Liga,2015/2016,3825796,23:00:00.000,Getafe,0,4,Regular Season,-4,0,0,2,-2,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825797,23:00:00.000,Athletic Club,4,1,Regular Season,3,1,2,0,2,0,0,0,4,0,0
Spain - La Liga,2015/2016,3825797,23:00:00.000,RC Deportivo La Coruña,1,4,Regular Season,-3,0,0,2,-2,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825798,22:00:00.000,Real Madrid,3,1,Regular Season,2,1,1,1,0,0,1,1,1,0,0
Spain - La Liga,2015/2016,3825798,22:00:00.000,Levante UD,1,3,Regular Season,-2,0,1,1,0,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825799,20:00:00.000,Málaga,1,2,Regular Season,-1,0,1,0,1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825799,20:00:00.000,Valencia,2,1,Regular Season,1,1,0,1,-1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825800,23:00:00.000,Villarreal,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825800,23:00:00.000,Celta Vigo,0,0,Regular Season,0,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825801,23:00:00.000,Eibar,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825801,23:00:00.000,Sevilla,1,0,Regular Season,1,1,1,0,1,0,0,0,1,0,0
Spain - La Liga,2015/2016,3825802,23:30:00.000,Real Betis,3,0,Regular Season,3,1,2,0,2,0,0,0,1,2,0
Spain - La Liga,2015/2016,3825802,23:30:00.000,Espanyol,0,3,Regular Season,-3,0,0,2,-2,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825803,21:00:00.000,Granada,2,0,Regular Season,2,1,0,0,0,0,1,0,1,0,0
Spain - La Liga,2015/2016,3825803,21:00:00.000,Sporting Gijón,0,2,Regular Season,-2,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825804,23:05:00.000,Málaga,3,3,Regular Season,0,0,1,1,0,0,0,1,1,0,0
Spain - La Liga,2015/2016,3825804,23:05:00.000,RC Deportivo La Coruña,3,3,Regular Season,0,0,1,1,0,0,0,1,2,0,0
Spain - La Liga,2015/2016,3825805,19:15:00.000,Villarreal,0,1,Regular Season,-1,0,0,1,-1,0,0,0,0,0,0
Spain - La Liga,2015/2016,3825805,19:15:00.000,Las Palmas,1,0,Regular Season,1,1,1,0,1,0,0,0,0,1,0
