competition,season,match_id,kick_off,team,goals_scored,goals_conceded,competition_stage,goal_difference,winner,goals_scored_HT,goals_conceded_HT,Advantage_HT,Stoppage_Time_Goals_HT,Losing_HT,Stoppage_Time_Goals,Goals_Scored_Midfielders,Goals_Scored_Forwards,Goals_Scored_Defenders,Goals_Scored_Goalkeepers
Europe - UEFA Euro,2024,3941018,22:00:00.000,Spain,4,1,Round of 16,3,1,1,0,1,0,0,0,3,1,0,0
Europe - UEFA Euro,2024,3941018,22:00:00.000,Georgia,1,4,Round of 16,-3,0,0,1,-1,0,1,0,0,0,0,0
Europe - UEFA Euro,2024,3941019,19:00:00.000,France,1,0,Round of 16,1,1,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3941019,19:00:00.000,Belgium,0,1,Round of 16,-1,0,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3941020,22:00:00.000,Portugal,0,0,Round of 16,0,0,0,0,0,0,0,0,1,2,0,0
Europe - UEFA Euro,2024,3941020,22:00:00.000,Slovenia,0,0,Round of 16,0,0,0,0,0,0,0,0,0,0,0,0
Europe - UEFA Euro,2024,3941021,19:00:00.000,Netherlands,3,0,Round of 16,3,1,1,0,1,0,0,1,0,3,0,0
Europe - UEFA Euro,2024,3941021,19:00:00.000,Romania,0,3,Round of 16,-3,0,0,1,-1,0,1,0,0,0,0,0
Europe - UEFA Euro,2024,3941022,22:00:00.000,Austria,1,2,Round of 16,-1,0,0,1,-1,0,1,0,0,1,0,0
Europe - UEFA Euro,2024,3941022,22:00:00.000,Turkey,2,1,Round of 16,1,1,1,0,1,0,0,0,0,0,2,0
Europe - UEFA Euro,2024,3942226,19:00:00.000,Spain,2,1,Quarter-finals,1,1,0,0,0,0,0,0,2,0,0,0
Europe - UEFA Euro,2024,3942226,19:00:00.000,Germany,1,2,Quarter-finals,-1,0,0,0,0,0,0,0,1,0,0,0
Europe - UEFA Euro,2024,3942227,19:00:00.000,England,1,1,Quarter-finals,0,0,0,0,0,0,0,0,1,1,3,0
Europe - UEFA Euro,2024,3942227,19:00:00.000,Switzerland,1,1,Quarter-finals,0,0,0,0,0,0,0,0,0,2,1,0
Europe - UEFA Euro,2024,3942349,22:00:00.000,France,0,0,Quarter-finals,0,0,0,0,0,0,0,0,1,2,2,0
Europe - UEFA Euro,2024,3942349,22:00:00.000,Portugal,0,0,Quarter-finals,0,0,0,0,0,0,0,0,1,1,1,0
Europe - UEFA Euro,2024,3942382,22:00:00.000,Turkey,1,2,Quarter-finals,-1,0,1,0,1,0,0,0,0,0,1,0
Europe - UEFA Euro,2024,3942382,22:00:00.000,Netherlands,2,1,Quarter-finals,1,1,0,1,-1,0,1,0,0,0,1,0
Europe - UEFA Euro,2024,3942752,22:00:00.000,Spain,2,1,Semi-finals,1,1,2,1,1,0,0,0,1,1,0,0
Europe - UEFA Euro,2024,3942752,22:00:00.000,France,1,2,Semi-finals,-1,0,1,2,-1,0,1,0,0,1,0,0
Europe - UEFA Euro,2024,3942819,22:00:00.000,England,2,1,Semi-finals,1,1,1,1,0,0,0,1,0,2,0,0
Europe - UEFA Euro,2024,3942819,22:00:00.000,Netherlands,1,2,Semi-finals,-1,0,1,1,0,0,0,0,1,0,0,0
Europe - UEFA Euro,2024,3943043,22:00:00.000,Spain,2,1,Final,1,1,0,0,0,0,0,0,0,2,0,0
Europe - UEFA Euro,2024,3943043,22:00:00.000,England,1,2,Final,-1,0,0,0,0,0,0,0,1,0,0,0
