match_id,team,shots_15,shots_30,shots_45,shots_stoppage_HT1,shots_60,shots_75,shots_90,shots_stoppage_HT2,passes_15,passes_30,passes_45,passes_stoppage_HT1,passes_60,passes_75,passes_90,passes_stoppage_HT2,subs_15,subs_30,subs_45,subs_stoppage_HT1,subs_60,subs_75,subs_90,subs_stoppage_HT2,tactical_15,tactical_30,tactical_45,tactical_stoppage_HT1,tactical_60,tactical_75,tactical_90,tactical_stoppage_HT2,fouls_won_15,fouls_won_30,fouls_won_45,fouls_won_stoppage_HT1,fouls_won_60,fouls_won_75,fouls_won_90,fouls_won_stoppage_HT2,fouls_committed_15,fouls_committed_30,fouls_committed_45,fouls_committed_stoppage_HT1,fouls_committed_60,fouls_committed_75,fouls_committed_90,fouls_committed_stoppage_HT2,goals_15,goals_30,goals_45,goals_stoppage_HT1,goals_60,goals_75,goals_90,goals_stoppage_HT2,yellow_cards_15,yellow_cards_30,yellow_cards_45,yellow_cards_stoppage_HT1,yellow_cards_60,yellow_cards_75,yellow_cards_90,yellow_cards_stoppage_HT2,yellow_cards_2_15,yellow_cards_2_30,yellow_cards_2_45,yellow_cards_2_stoppage_HT1,yellow_cards_2_60,yellow_cards_2_75,yellow_cards_2_90,yellow_cards_2_stoppage_HT2,red_cards_15,red_cards_30,red_cards_45,red_cards_stoppage_HT1,red_cards_60,red_cards_75,red_cards_90,red_cards_stoppage_HT2,shots_total_HT1,shots_total_HT2,shots_total,passes_total_HT1,passes_total_HT2,passes_total,subs_total_HT1,subs_total_HT2,subs_total,tactical_total_HT1,tactical_total_HT2,tactical_total,fouls_won_total_HT1,fouls_won_total_HT2,fouls_won_total,fouls_committed_total_HT1,fouls_committed_total_HT2,fouls_committed_total,goals_total_HT1,goals_total_HT2,goals_total,yellow_cards_total_HT1,yellow_cards_total_HT2,yellow_cards_total,yellow_cards_2_total_HT1,yellow_cards_2_total_HT2,yellow_cards_2_total,red_cards_total_HT1,red_cards_total_HT2,red_cards_total,competition,season,kick_off,goals_scored,goals_conceded,competition_stage,home,goal_difference,winner,goals_scored_HT,goals_conceded_HT,Advantage_HT,Stoppage_Time_Goals_HT,Losing_HT,Stoppage_Time_Goals,Goals_Scored_Midfielders,Goals_Scored_Forwards,Goals_Scored_Defenders,Goals_Scored_Goalkeepers,winning_percentage_groupstage,is_loss,loss_percentage_groupstage,is_draw,draw_percentage_groupstage,points,points_groupstage,goal_difference_groupstage,last_match_points,win_last_match,draw_last_match,loss_last_match,last_match_goals_knockout
3930161,Albania,2,0,1,1,1,0,0,3,43,64,56,9,21,0,0,213,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,6,2,1,0,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,172,234,406,0,4,4,0,1,1,2,6,8,3,7,10,1,0,1,0,1,1,0,0,0,0,0,0,Europe - UEFA Euro,2024,22:00:00.000,1,2,Group Stage,0,-1,0,1,2,-1,0,1,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,
3930167,Albania,2,1,0,4,3,0,0,4,53,47,35,27,34,0,0,144,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,3,2,4,2,0,0,0,4,2,4,2,0,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,162,178,340,0,4,4,0,2,2,11,4,15,8,5,13,1,1,2,0,1,1,0,0,0,0,0,0,Europe - UEFA Euro,2024,16:00:00.000,2,2,Group Stage,0,0,0,1,0,1,0,0,1,2,0,0,0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,
3930179,Albania,0,0,1,0,2,0,0,7,60,93,41,15,23,0,0,200,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,12,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,209,223,432,0,4,4,0,0,0,5,12,17,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,Europe - UEFA Euro,2024,22:00:00.000,0,1,Group Stage,1,-1,0,0,1,-1,0,1,0,0,0,0,0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,-2.0,1.0,0.0,1.0,0.0,
3920390,Algeria,4,1,2,2,3,0,0,4,130,71,53,49,37,0,0,249,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,3,2,0,0,0,7,1,1,3,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,303,286,589,0,5,5,0,0,0,11,7,18,5,8,13,1,0,1,0,0,0,0,0,0,0,0,0,Africa - African Cup of Nations,2023,22:00:00.000,1,1,Group Stage,1,0,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,
3920402,Algeria,1,1,2,0,2,0,0,9,108,45,69,36,28,0,0,172,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,4,2,2,1,2,0,0,7,1,2,3,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,258,200,458,0,4,4,0,2,2,9,9,18,6,7,13,0,2,2,0,1,1,0,0,0,0,0,0,Africa - African Cup of Nations,2023,16:00:00.000,2,2,Group Stage,1,0,0,0,0,0,0,0,1,0,2,0,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,
3920415,Algeria,0,3,1,2,3,0,0,7,90,105,83,43,58,0,0,239,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,2,4,2,1,1,0,0,9,2,2,3,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16,321,297,618,0,5,5,0,3,3,9,10,19,9,6,15,0,0,0,1,1,2,0,0,0,0,0,0,Africa - African Cup of Nations,2023,22:00:00.000,0,1,Group Stage,0,-1,0,0,1,-1,0,1,0,0,0,0,0,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,2.0,-1.0,1.0,0.0,1.0,0.0,
3920390,Angola,0,2,1,1,0,0,0,3,39,41,32,27,8,0,0,149,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,8,2,4,3,2,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,139,157,296,1,4,5,1,0,1,5,8,13,11,8,19,0,1,1,0,0,0,0,0,0,0,0,0,Africa - African Cup of Nations,2023,22:00:00.000,1,1,Group Stage,0,0,0,0,1,-1,0,1,0,0,1,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,
3920403,Angola,5,5,0,3,0,0,0,7,75,51,52,14,10,0,0,142,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,3,3,1,0,0,0,0,6,2,1,2,0,2,0,0,9,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,20,192,152,344,0,4,4,0,2,2,7,6,13,5,11,16,1,2,3,0,1,1,0,0,0,0,0,0,Africa - African Cup of Nations,2023,19:00:00.000,3,2,Group Stage,0,1,1,1,1,0,0,0,0,0,3,0,0,0.5,0.0,0.0,0.0,0.5,3.0,4.0,1.0,1.0,0.0,1.0,0.0,
3920414,Angola,1,0,1,0,2,0,0,2,70,64,57,28,23,0,0,163,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,1,2,3,1,0,0,0,3,1,2,1,2,1,0,0,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,219,186,405,0,5,5,1,2,3,7,3,10,6,9,15,1,1,2,1,0,1,0,0,0,0,0,0,Africa - African Cup of Nations,2023,22:00:00.000,2,0,Group Stage,1,2,1,1,0,1,0,0,1,0,2,0,0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,3.0,7.0,3.0,3.0,1.0,0.0,0.0,
3922237,Angola,0,1,3,0,1,0,0,6,74,39,42,33,19,0,0,176,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,2,3,0,3,1,1,0,0,10,2,2,0,3,2,0,0,6,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,188,195,383,1,4,5,1,2,3,7,11,18,7,8,15,2,1,3,0,0,0,0,0,0,0,0,0,Africa - African Cup of Nations,2023,19:00:00.000,3,0,Round of 16,1,3,1,2,0,2,0,0,0,0,1,0,0,0.6666666666666666,,0.0,,1.0,,7.0,3.0,,,,,0.0
3922321,Angola,2,0,3,0,1,0,0,4,60,68,57,16,38,0,0,199,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,3,4,1,3,0,0,5,4,3,2,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,201,237,438,0,5,5,0,0,0,9,8,17,9,11,20,0,0,0,0,1,1,0,0,0,0,0,0,Africa - African Cup of Nations,2023,19:00:00.000,0,1,Quarter-finals,0,-1,0,0,1,-1,0,1,0,0,0,0,0,0.6666666666666666,,0.0,,1.0,,7.0,3.0,,,,,3.0
7531,Argentina,3,6,3,0,2,0,0,14,107,119,135,38,30,0,0,367,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,5,2,1,1,1,0,0,7,2,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,28,399,397,796,0,3,3,0,2,2,9,8,17,3,8,11,1,0,1,0,0,0,0,0,0,0,0,0,International - FIFA World Cup,2018,15:00:00.000,1,1,Group Stage,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,
7545,Argentina,1,1,0,0,0,0,0,8,93,67,85,28,15,0,0,247,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,4,2,5,0,1,0,0,10,1,3,2,2,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10,273,262,535,0,3,3,1,2,3,11,11,22,8,12,20,0,0,0,0,1,1,0,0,0,0,0,0,International - FIFA World Cup,2018,20:00:00.000,0,3,Group Stage,1,-3,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,-3.0,1.0,0.0,1.0,0.0,
7564,Argentina,2,1,2,0,0,0,0,3,110,93,56,43,5,0,0,288,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,4,1,1,2,0,0,9,2,3,3,1,1,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,302,293,595,0,3,3,0,2,2,8,11,19,9,8,17,1,1,2,0,1,1,0,0,0,0,0,0,International - FIFA World Cup,2018,20:00:00.000,2,1,Group Stage,0,1,1,1,0,1,0,0,0,0,1,1,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,3.0,4.0,-2.0,0.0,0.0,0.0,1.0,
7580,Argentina,0,1,1,0,2,0,0,8,93,99,86,20,15,0,0,222,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,1,4,1,1,0,0,14,2,2,2,0,1,0,0,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12,298,237,535,0,3,3,0,1,1,8,15,23,6,8,14,1,2,3,0,2,2,0,0,0,0,0,0,International - FIFA World Cup,2018,16:00:00.000,3,4,Round of 16,0,-1,0,1,1,0,0,0,1,0,2,1,0,0.3333333333333333,,0.5,,1.0,,4.0,0.0,,,,,0.0
3857264,Argentina,3,3,7,0,1,0,0,10,92,109,102,47,69,0,0,490,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,2,2,0,2,0,1,0,0,4,3,2,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24,350,559,909,0,5,5,2,2,4,4,5,9,6,6,12,0,2,2,0,0,0,0,0,0,0,0,0,International - FIFA World Cup,2022,21:00:00.000,2,0,Group Stage,0,2,1,0,0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,
3857289,Argentina,0,0,1,0,0,0,0,4,110,75,57,65,9,0,0,251,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,1,3,2,1,0,0,10,1,2,2,1,1,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,307,260,567,0,5,5,0,1,1,9,11,20,6,9,15,0,2,2,0,0,0,0,0,0,0,0,0,International - FIFA World Cup,2022,21:00:00.000,2,0,Group Stage,1,2,1,0,0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,3.0,1.0,0.0,0.0,
3857300,Argentina,2,1,2,0,1,0,0,9,61,79,74,91,58,0,0,283,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,13,2,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,305,341,646,0,4,4,0,1,1,9,13,22,4,3,7,1,0,1,0,0,0,0,0,0,0,0,0,International - FIFA World Cup,2022,12:00:00.000,1,2,Group Stage,1,-1,0,1,0,1,0,0,0,0,1,0,0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,6.0,3.0,3.0,1.0,0.0,0.0,
3869151,Argentina,0,1,1,0,6,0,0,6,168,85,102,42,34,0,0,297,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,5,1,3,0,0,0,0,7,1,0,1,1,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,14,397,331,728,0,5,5,1,2,3,9,7,16,3,6,9,1,1,2,0,0,0,0,0,0,0,0,0,International - FIFA World Cup,2022,21:00:00.000,2,1,Round of 16,1,1,1,1,0,1,0,0,0,0,2,0,0,1.0,,0.3333333333333333,,0.0,,6.0,4.0,,,,,0.0
3869321,Argentina,1,1,3,0,0,0,0,2,94,63,51,30,13,0,0,168,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,5,1,2,3,0,0,11,2,0,4,1,4,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,238,181,419,0,4,4,0,1,1,9,14,23,7,11,18,1,1,2,0,3,3,0,0,0,0,0,0,International - FIFA World Cup,2022,21:00:00.000,2,2,Quarter-finals,0,0,0,1,0,1,0,0,0,1,3,2,0,1.0,,0.3333333333333333,,0.0,,6.0,4.0,,,,,2.0
3869519,Argentina,0,1,4,0,0,0,0,4,79,97,27,17,8,0,0,204,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,5,1,4,2,0,1,0,0,12,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,220,212,432,0,5,5,0,1,1,5,5,10,7,13,20,2,1,3,0,1,1,0,0,0,0,0,0,International - FIFA World Cup,2022,21:00:00.000,3,0,Semi-finals,1,3,1,2,0,2,0,0,0,0,3,0,0,1.0,,0.3333333333333333,,0.0,,6.0,4.0,,,,,2.0
3869685,Argentina,2,2,2,0,1,0,0,5,86,51,121,54,32,0,0,188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4,3,0,0,0,4,5,2,2,1,4,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,312,220,532,0,1,1,0,0,0,11,4,15,10,13,23,2,0,2,0,0,0,0,0,0,0,0,0,International - FIFA World Cup,2022,17:00:00.000,3,3,Final,1,0,0,2,0,2,0,0,0,2,4,1,0,1.0,,0.3333333333333333,,0.0,,6.0,4.0,,,,,3.0
22940,Argentina Women's,0,0,0,0,0,0,0,5,58,39,31,24,8,0,0,137,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,152,145,297,0,3,3,0,0,0,3,3,6,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,International - Women's World Cup,2019,18:00:00.000,0,0,Regular Season,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.0
22962,Argentina Women's,0,0,1,0,0,0,0,1,39,21,35,9,3,0,0,115,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,3,4,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,104,118,222,0,3,3,0,0,0,6,3,9,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,International - Women's World Cup,2019,21:00:00.000,0,1,Regular Season,0,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.0
68338,Argentina Women's,2,3,0,0,1,0,0,5,77,62,61,19,4,0,0,164,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,3,0,1,0,0,9,1,2,3,1,1,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,219,168,387,0,3,3,0,0,0,7,10,17,7,6,13,0,2,2,0,0,0,0,0,0,0,0,0,International - Women's World Cup,2019,21:00:00.000,3,3,Regular Season,0,0,0,0,1,-1,0,1,1,1,0,0,0,,,,,,,,,,,,,0.0
3893800,Argentina Women's,0,1,0,3,1,0,0,0,48,59,74,25,25,0,0,157,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,4,2,2,2,0,0,8,3,2,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,206,182,388,0,3,3,0,0,0,9,10,19,8,12,20,0,0,0,0,0,0,0,0,0,0,0,0,International - Women's World Cup,2023,09:00:00.000,0,1,Group Stage,0,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,
3893812,Argentina Women's,1,0,3,1,0,0,0,8,92,45,76,62,12,0,0,266,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,7,1,0,1,0,2,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,275,278,553,0,4,4,1,1,2,7,7,14,2,7,9,0,2,2,0,0,0,0,0,0,0,0,0,International - Women's World Cup,2023,03:00:00.000,2,2,Group Stage,1,0,0,0,1,-1,0,1,0,2,0,0,0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,
3893830,Argentina Women's,2,1,0,0,1,0,0,2,60,31,40,29,14,0,0,178,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,2,5,3,3,2,1,0,0,6,2,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,160,192,352,1,4,5,1,2,3,13,7,20,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,International - Women's World Cup,2023,10:00:00.000,0,2,Group Stage,1,-2,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,-3.0,1.0,0.0,1.0,0.0,
7530,Australia,1,1,1,0,1,0,0,1,60,69,89,27,34,0,0,165,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,3,0,1,0,0,7,5,5,1,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,245,199,444,0,3,3,0,0,0,7,8,15,11,9,20,0,1,1,0,0,0,0,0,0,0,0,0,International - FIFA World Cup,2018,12:00:00.000,1,2,Group Stage,0,-1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,
7547,Australia,2,3,2,0,0,0,0,6,71,140,39,30,7,0,0,246,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,2,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,280,253,533,0,3,3,0,0,0,3,3,6,4,2,6,1,0,1,0,0,0,0,0,0,0,0,0,International - FIFA World Cup,2018,14:00:00.000,1,1,Group Stage,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,
7562,Australia,2,2,2,0,0,0,0,10,138,78,73,13,12,0,0,261,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,7,1,2,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16,302,273,575,0,3,3,0,0,0,5,7,12,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,International - FIFA World Cup,2018,16:00:00.000,0,2,Group Stage,1,-2,0,0,1,-1,0,1,0,0,0,0,0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,-3.0,1.0,0.0,1.0,0.0,
3857257,Australia,1,1,2,0,0,0,0,4,53,47,74,21,12,0,0,143,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2,2,1,1,0,0,0,3,1,3,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,195,155,350,0,4,4,0,4,4,6,3,9,6,6,12,0,1,1,0,0,0,0,0,0,0,0,0,International - FIFA World Cup,2022,17:00:00.000,1,0,Group Stage,1,1,1,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,
3857279,Australia,2,1,0,1,0,0,0,0,84,51,68,51,34,0,0,187,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,254,221,475,0,5,5,0,2,2,2,2,4,1,13,14,1,0,1,0,0,0,0,0,0,0,0,0,International - FIFA World Cup,2022,21:00:00.000,1,4,Group Stage,0,-3,0,1,2,-1,0,1,0,0,0,0,0,0.5,1.0,0.5,0.0,0.0,0.0,3.0,-2.0,3.0,1.0,0.0,0.0,
3857288,Australia,1,2,3,1,0,0,0,2,96,45,60,35,13,0,0,155,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,2,3,1,0,0,0,5,1,2,3,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9,236,168,404,0,5,5,0,1,1,7,5,12,7,9,16,1,0,1,0,0,0,0,0,0,0,0,0,International - FIFA World Cup,2022,12:00:00.000,1,0,Group Stage,0,1,1,1,0,1,0,0,0,0,1,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,3.0,6.0,-1.0,0.0,0.0,0.0,1.0,
3869151,Australia,0,1,0,0,1,0,0,3,48,127,48,36,26,0,0,193,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,5,6,1,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,259,219,478,0,5,5,0,3,3,3,5,8,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,International - FIFA World Cup,2022,21:00:00.000,1,2,Round of 16,0,-1,0,0,1,-1,0,1,0,0,0,0,0,1.0,,0.5,,0.0,,6.0,1.0,,,,,0.0
22933,Australia Women's,1,5,1,2,0,0,0,7,88,73,108,17,20,0,0,189,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,5,4,0,0,0,0,9,1,2,3,1,2,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,286,209,495,0,3,3,0,0,0,10,9,19,7,13,20,1,0,1,0,0,0,0,0,0,0,0,0,International - Women's World Cup,2019,13:00:00.000,1,2,Regular Season,1,-1,0,1,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,0.0
22955,Australia Women's,2,0,3,1,0,0,0,4,122,54,90,24,11,0,0,227,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1,2,0,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,290,238,528,0,2,2,0,0,0,2,7,9,3,4,7,1,1,2,0,0,0,0,0,0,0,0,0,International - Women's World Cup,2019,18:00:00.000,3,2,Regular Season,1,1,1,1,2,-1,1,1,1,1,1,0,0,,,,,,,,,,,,,1.0
68311,Australia Women's,2,3,1,0,1,0,0,4,113,152,90,22,10,0,0,317,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,2,2,1,2,0,0,0,0,9,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,377,327,704,0,3,3,0,1,1,5,2,7,5,9,14,2,2,4,0,0,0,0,0,0,0,0,0,International - Women's World Cup,2019,21:00:00.000,4,1,Regular Season,0,3,1,2,0,2,0,0,0,0,4,0,0,,,,,,,,,,,,,3.0
